trip_id,date_time,pickup_location,dropoff_location,trip_duration,trip_distance,fare_amount,payment_method,driver_id,customer_id
trip_7415,2023-05-19 16:29:00,Airport,Suburbs,34,18.11,82.08,cash,driver_15,customer_446
trip_7416,2023-09-19 12:19:00,University,Train Station,33,12.11,17.24,card,driver_92,customer_415
trip_7417,2023-09-19 15:05:00,Suburbs,Airport,74,36.55,62.43,card,driver_40,customer_223
trip_7418,2023-11-11 03:36:00,Airport,University,57,4.07,40.2,cash,driver_8,customer_383
trip_7419,2023-10-12 17:21:00,Train Station,University,85,42.48,41.83,card,driver_95,customer_61
trip_7420,2023-02-18 19:55:00,Train Station,Downtown,23,3.84,25.93,card,driver_80,customer_59
trip_7421,2023-03-13 04:34:00,Suburbs,Mall,60,9.25,67.86,card,driver_24,customer_43
trip_7422,2023-01-11 00:29:00,Mall,University,17,48.9,15.27,card,driver_69,customer_411
trip_7423,2023-05-06 06:32:00,Downtown,Downtown,52,33.73,44.06,card,driver_79,customer_185
trip_7424,2023-08-23 01:04:00,Downtown,Mall,84,33.31,18.52,card,driver_47,customer_51
trip_7425,2023-07-12 03:26:00,Suburbs,Downtown,43,45.92,51.38,card,driver_61,customer_205
trip_7426,2023-01-14 20:07:00,University,Train Station,32,31.26,66.01,cash,driver_34,customer_40
trip_7427,2023-09-29 23:39:00,Train Station,University,93,29.7,22.98,cash,driver_48,customer_283
trip_7428,2023-11-12 20:19:00,Airport,Downtown,98,47.75,19.94,cash,driver_3,customer_178
trip_7429,2023-04-09 00:09:00,University,Mall,31,29.86,22.25,cash,driver_36,customer_460
trip_7430,2023-12-19 19:19:00,Train Station,Train Station,106,26.79,34.89,card,driver_28,customer_317
trip_7431,2023-04-18 19:35:00,Train Station,University,14,30.41,80.74,cash,driver_26,customer_95
trip_7432,2023-03-14 11:43:00,Train Station,University,74,21.81,48.07,card,driver_80,customer_82
trip_7433,2023-04-08 01:37:00,University,Mall,43,31.57,19.96,cash,driver_50,customer_53
trip_7434,2023-05-13 13:02:00,University,University,115,46.9,32.47,cash,driver_71,customer_86
trip_7435,2023-11-12 11:01:00,Suburbs,University,15,10.22,76.26,cash,driver_19,customer_392
trip_7436,2023-09-08 07:13:00,Airport,Suburbs,19,29.69,32.18,cash,driver_29,customer_282
trip_7437,2023-04-10 18:49:00,Downtown,Train Station,100,17.38,66.99,cash,driver_61,customer_412
trip_7438,2023-04-22 06:03:00,Suburbs,Suburbs,24,31.4,90.09,cash,driver_16,customer_36
trip_7439,2023-06-13 04:22:00,Downtown,Airport,97,25.12,37.41,cash,driver_93,customer_123
trip_7440,2023-05-22 21:15:00,Train Station,Mall,81,13.72,85.04,card,driver_10,customer_346
trip_7441,2023-04-23 01:00:00,Downtown,Mall,25,12.87,62.59,cash,driver_54,customer_71
trip_7442,2023-01-30 22:15:00,Train Station,Downtown,56,45.87,10.93,card,driver_87,customer_7
trip_7443,2023-03-06 15:07:00,Mall,Airport,7,11.03,8.24,cash,driver_66,customer_6
trip_7444,2023-10-03 00:48:00,University,Airport,23,13.09,13.86,cash,driver_44,customer_499
trip_7445,2023-12-11 12:50:00,Mall,Suburbs,45,44.2,36.94,card,driver_52,customer_365
trip_7446,2023-07-26 09:05:00,Downtown,Downtown,106,40.65,96.08,cash,driver_70,customer_145
trip_7447,2023-06-22 23:12:00,Downtown,University,106,13.39,58.58,cash,driver_62,customer_297
trip_7448,2023-12-13 21:24:00,Airport,University,39,7.59,16.34,card,driver_31,customer_102
trip_7449,2023-03-07 15:50:00,Downtown,Airport,86,24.14,18.34,card,driver_72,customer_308
trip_7450,2023-02-05 00:15:00,Suburbs,Airport,71,13.06,44.03,card,driver_84,customer_290
trip_7451,2023-10-12 01:05:00,Suburbs,Suburbs,103,7.26,45.8,cash,driver_77,customer_101
trip_7452,2023-03-06 15:29:00,University,University,117,4.03,97.96,cash,driver_62,customer_338
trip_7453,2023-05-08 23:16:00,Mall,Airport,46,43.76,30.35,card,driver_56,customer_394
trip_7454,2023-07-19 22:01:00,University,Airport,104,37.19,21.34,card,driver_5,customer_177
trip_7455,2023-03-04 09:08:00,Downtown,Airport,116,4.36,78.71,card,driver_7,customer_225
trip_7456,2023-10-11 14:32:00,Downtown,University,29,25.13,11.15,card,driver_100,customer_352
trip_7457,2023-12-02 15:27:00,Suburbs,Train Station,103,23.01,65.44,card,driver_92,customer_354
trip_7458,2023-06-29 22:32:00,Airport,University,15,8.61,41.57,card,driver_31,customer_147
trip_7459,2023-09-21 19:51:00,University,Airport,30,14.65,49.6,cash,driver_71,customer_250
trip_7460,2023-03-13 04:28:00,Mall,Mall,34,35.99,87.16,card,driver_86,customer_403
trip_7461,2023-01-07 05:44:00,University,Airport,21,19.07,27.08,cash,driver_30,customer_175
trip_7462,2023-02-07 16:54:00,Suburbs,Mall,5,5.97,49.34,cash,driver_90,customer_162
trip_7463,2023-02-01 14:02:00,Downtown,University,107,46.75,48.43,card,driver_26,customer_26
trip_7464,2023-05-23 02:46:00,University,Suburbs,15,8.1,45.1,cash,driver_24,customer_365
trip_7465,2023-01-03 23:38:00,Mall,Train Station,57,12.61,8.33,cash,driver_93,customer_154
trip_7466,2023-08-02 13:25:00,Airport,Downtown,14,27.64,50.52,card,driver_45,customer_316
trip_7467,2023-09-02 17:12:00,Suburbs,Suburbs,67,22.01,49.48,cash,driver_57,customer_316
trip_7468,2023-11-18 08:55:00,Downtown,Downtown,14,12.14,30.61,card,driver_86,customer_104
trip_7469,2023-08-03 08:55:00,Train Station,University,70,48.9,82.73,cash,driver_89,customer_197
trip_7470,2023-01-02 04:31:00,Train Station,University,108,39.61,54.63,card,driver_72,customer_91
trip_7471,2023-04-25 15:31:00,Airport,Mall,72,49.53,23.69,card,driver_62,customer_442
trip_7472,2023-07-01 18:37:00,Mall,Mall,6,32.99,62.16,card,driver_91,customer_262
trip_7473,2023-05-10 06:01:00,Suburbs,Train Station,116,45.71,74.76,cash,driver_12,customer_14
trip_7474,2023-09-03 17:25:00,Mall,Downtown,38,20.56,19.71,card,driver_3,customer_456
trip_7475,2023-04-11 06:03:00,Airport,University,51,18.44,16.26,card,driver_68,customer_456
trip_7476,2023-02-02 11:21:00,Mall,University,91,45.9,6.34,card,driver_26,customer_245
trip_7477,2023-05-25 06:31:00,Train Station,Mall,30,48.23,30.92,cash,driver_8,customer_176
trip_7478,2023-06-07 18:43:00,Suburbs,Downtown,104,18.0,88.01,card,driver_71,customer_8
trip_7479,2023-06-29 08:08:00,Downtown,Train Station,91,16.18,61.11,card,driver_14,customer_74
trip_7480,2023-03-01 05:07:00,Airport,Suburbs,33,4.9,98.44,card,driver_49,customer_149
trip_7481,2023-05-03 03:23:00,University,Downtown,39,28.64,64.67,card,driver_66,customer_44
trip_7482,2023-11-02 23:37:00,Mall,Train Station,60,16.84,94.3,card,driver_6,customer_299
trip_7483,2023-05-17 15:09:00,Downtown,Downtown,39,1.17,68.4,card,driver_75,customer_14
trip_7484,2023-11-27 15:55:00,Train Station,University,25,9.69,11.98,cash,driver_71,customer_236
trip_7485,2023-08-26 23:19:00,Airport,Mall,32,8.77,40.32,cash,driver_83,customer_68
trip_7486,2023-10-11 13:31:00,Train Station,Mall,22,3.54,21.12,cash,driver_4,customer_54
trip_7487,2023-10-17 14:45:00,Train Station,University,78,19.25,27.03,cash,driver_77,customer_130
trip_7488,2023-11-11 20:09:00,Airport,Train Station,85,1.15,24.71,card,driver_68,customer_96
trip_7489,2023-06-20 19:48:00,University,Airport,101,3.49,35.32,cash,driver_72,customer_355
trip_7490,2023-11-03 01:00:00,Mall,Mall,56,34.51,25.78,cash,driver_82,customer_150
trip_7491,2023-09-30 09:00:00,Train Station,Mall,51,43.21,74.09,card,driver_68,customer_26
trip_7492,2023-07-30 04:29:00,Downtown,University,14,18.83,55.1,cash,driver_59,customer_1
trip_7493,2023-07-01 18:57:00,Train Station,Mall,73,9.7,67.18,card,driver_21,customer_281
trip_7494,2023-03-25 21:59:00,Suburbs,Train Station,58,36.88,27.41,card,driver_23,customer_397
trip_7495,2023-05-27 23:42:00,Airport,University,84,12.97,51.91,cash,driver_52,customer_195
trip_7496,2023-04-04 04:13:00,University,Train Station,59,18.82,88.74,cash,driver_8,customer_91
trip_7497,2023-12-31 20:52:00,Suburbs,Downtown,91,15.8,9.29,card,driver_33,customer_53
trip_7498,2023-11-23 03:32:00,Mall,Suburbs,28,18.32,39.11,card,driver_100,customer_355
trip_7499,2023-04-16 14:04:00,Downtown,Suburbs,59,19.26,33.26,cash,driver_13,customer_389
trip_7500,2023-02-11 00:19:00,Airport,Train Station,112,25.81,47.4,cash,driver_60,customer_402
trip_7501,2023-08-23 22:27:00,University,Airport,25,29.7,17.13,card,driver_52,customer_312
trip_7502,2023-07-04 21:27:00,Mall,University,100,27.2,99.43,cash,driver_61,customer_246
trip_7503,2023-11-16 08:24:00,University,Train Station,84,29.75,29.6,card,driver_93,customer_428
trip_7504,2023-03-23 12:39:00,Airport,University,31,42.51,71.1,cash,driver_40,customer_216
trip_7505,2023-11-23 11:30:00,Train Station,University,71,27.5,58.88,card,driver_10,customer_336
trip_7506,2023-05-15 21:31:00,Suburbs,University,34,5.28,69.63,card,driver_69,customer_203
trip_7507,2023-06-19 21:56:00,Mall,Airport,26,19.87,11.41,cash,driver_88,customer_282
trip_7508,2023-01-10 01:54:00,Downtown,Suburbs,83,18.13,40.88,cash,driver_1,customer_295
trip_7509,2023-09-12 09:06:00,Suburbs,Airport,92,36.7,74.04,cash,driver_7,customer_203
trip_7510,2023-08-27 20:57:00,Suburbs,Suburbs,18,46.25,25.65,cash,driver_79,customer_217
trip_7511,2023-03-14 18:43:00,University,Suburbs,86,11.21,71.03,cash,driver_83,customer_444
trip_7512,2023-03-31 20:46:00,Downtown,University,72,24.99,94.72,cash,driver_28,customer_271
trip_7513,2023-11-23 07:59:00,Suburbs,University,19,24.1,70.73,card,driver_89,customer_30
trip_7514,2023-10-24 04:52:00,University,Train Station,10,14.89,93.79,card,driver_80,customer_449
trip_7515,2023-06-11 09:50:00,Mall,Downtown,72,18.97,25.0,card,driver_14,customer_35
trip_7516,2023-02-09 19:11:00,Mall,Mall,21,11.45,15.39,cash,driver_71,customer_355
trip_7517,2023-06-03 23:01:00,Airport,Airport,69,48.45,32.49,card,driver_30,customer_418
trip_7518,2023-09-25 05:57:00,Mall,Train Station,57,19.39,41.6,card,driver_98,customer_356
trip_7519,2023-06-04 00:49:00,Downtown,Airport,54,45.18,28.36,cash,driver_9,customer_167
trip_7520,2023-02-02 03:03:00,Airport,University,97,27.6,30.75,cash,driver_58,customer_472
trip_7521,2023-06-22 17:13:00,Downtown,Train Station,98,15.01,59.2,card,driver_1,customer_358
trip_7522,2023-08-07 01:52:00,Downtown,Downtown,67,47.64,43.6,cash,driver_40,customer_39
trip_7523,2023-07-05 14:11:00,Train Station,Downtown,13,23.09,21.15,cash,driver_69,customer_81
trip_7524,2023-10-28 21:28:00,Train Station,University,32,21.18,5.41,card,driver_47,customer_176
trip_7525,2023-04-10 19:12:00,Downtown,Downtown,16,14.17,13.57,cash,driver_65,customer_423
trip_7526,2023-06-12 13:37:00,University,Mall,82,25.15,68.94,card,driver_42,customer_469
trip_7527,2023-02-15 10:11:00,University,Train Station,103,43.85,66.8,card,driver_74,customer_17
trip_7528,2023-05-14 20:12:00,University,Mall,118,17.77,31.75,cash,driver_91,customer_353
trip_7529,2023-03-17 01:23:00,Airport,Train Station,30,4.94,18.84,card,driver_69,customer_343
trip_7530,2023-05-11 23:06:00,Airport,University,98,22.67,49.3,card,driver_66,customer_193
trip_7531,2023-06-08 06:30:00,Airport,Mall,7,17.66,5.46,cash,driver_68,customer_114
trip_7532,2023-03-11 03:09:00,Downtown,Airport,23,6.98,84.98,cash,driver_31,customer_258
trip_7533,2023-12-30 06:34:00,Downtown,Suburbs,70,39.07,11.78,cash,driver_30,customer_278
trip_7534,2023-04-23 14:41:00,Suburbs,Suburbs,52,33.47,60.27,cash,driver_72,customer_386
trip_7535,2023-06-26 06:29:00,Train Station,Downtown,9,34.97,62.12,cash,driver_59,customer_260
trip_7536,2023-05-02 13:30:00,University,Train Station,73,1.09,20.93,card,driver_16,customer_256
trip_7537,2023-08-23 08:36:00,University,University,101,40.7,44.78,card,driver_100,customer_160
trip_7538,2023-01-06 01:20:00,Airport,Suburbs,27,49.41,54.6,card,driver_83,customer_138
trip_7539,2023-01-28 16:18:00,Suburbs,Suburbs,90,27.14,21.25,cash,driver_16,customer_229
trip_7540,2023-04-05 22:46:00,Suburbs,Downtown,29,39.23,34.12,cash,driver_11,customer_199
trip_7541,2023-02-13 07:21:00,Airport,Train Station,111,48.28,75.89,card,driver_96,customer_393
trip_7542,2023-08-04 04:08:00,Airport,University,20,3.04,52.06,cash,driver_33,customer_102
trip_7543,2023-09-25 18:03:00,Downtown,Downtown,40,2.64,23.42,cash,driver_87,customer_24
trip_7544,2023-01-20 15:27:00,Train Station,Suburbs,62,28.31,5.72,card,driver_71,customer_11
trip_7545,2023-09-30 21:26:00,Downtown,Airport,26,44.19,77.58,card,driver_44,customer_206
trip_7546,2023-08-03 14:28:00,Train Station,Airport,76,1.75,88.85,card,driver_13,customer_484
trip_7547,2023-07-04 14:39:00,Suburbs,University,78,22.59,54.7,cash,driver_76,customer_489
trip_7548,2023-02-18 01:09:00,Mall,University,27,22.41,28.72,card,driver_47,customer_360
trip_7549,2023-09-23 19:27:00,Mall,University,8,2.57,68.8,card,driver_35,customer_334
trip_7550,2023-12-07 10:50:00,Downtown,Suburbs,103,14.12,68.88,cash,driver_100,customer_208
trip_7551,2023-06-19 05:19:00,University,Train Station,46,45.52,38.09,card,driver_20,customer_158
trip_7552,2023-01-01 22:08:00,Downtown,Downtown,23,10.25,67.28,cash,driver_72,customer_79
trip_7553,2023-12-02 21:17:00,Airport,University,43,31.44,19.45,card,driver_41,customer_51
trip_7554,2023-10-06 21:42:00,Suburbs,Mall,48,4.64,74.18,cash,driver_75,customer_337
trip_7555,2023-06-01 04:31:00,University,Suburbs,98,32.32,68.8,cash,driver_49,customer_5
trip_7556,2023-09-04 04:37:00,Downtown,Mall,60,42.19,13.15,card,driver_16,customer_190
trip_7557,2023-02-15 21:04:00,University,Train Station,35,19.43,34.19,card,driver_95,customer_31
trip_7558,2023-08-22 10:15:00,Train Station,Airport,25,25.12,15.58,cash,driver_98,customer_297
trip_7559,2023-12-27 02:26:00,Mall,Train Station,5,33.75,94.54,card,driver_98,customer_154
trip_7560,2023-11-08 14:19:00,Train Station,Mall,10,34.26,32.76,card,driver_50,customer_152
trip_7561,2023-05-27 23:23:00,Mall,Suburbs,41,38.8,8.04,cash,driver_21,customer_50
trip_7562,2023-08-14 08:26:00,Downtown,University,18,18.68,63.72,cash,driver_12,customer_491
trip_7563,2023-08-20 17:22:00,Airport,Mall,87,1.71,21.42,card,driver_65,customer_1
trip_7564,2023-03-24 04:02:00,Mall,Mall,47,12.08,45.88,cash,driver_70,customer_481
trip_7565,2023-03-21 10:28:00,Train Station,Downtown,62,5.13,99.38,card,driver_63,customer_408
trip_7566,2023-08-02 03:41:00,Suburbs,University,30,29.32,44.27,cash,driver_68,customer_272
trip_7567,2023-05-11 02:23:00,Airport,Mall,83,6.19,94.05,cash,driver_74,customer_308
trip_7568,2023-02-14 02:06:00,University,Suburbs,5,5.47,60.98,cash,driver_76,customer_247
trip_7569,2023-10-29 14:36:00,Train Station,Suburbs,37,5.73,34.27,cash,driver_16,customer_141
trip_7570,2023-06-12 02:56:00,Train Station,Suburbs,27,9.44,97.97,card,driver_23,customer_288
trip_7571,2023-04-06 08:35:00,Train Station,Downtown,84,20.42,9.04,cash,driver_58,customer_389
trip_7572,2023-09-13 18:08:00,Airport,University,114,6.03,88.78,card,driver_17,customer_383
trip_7573,2023-01-21 14:23:00,University,Train Station,109,36.92,79.52,cash,driver_24,customer_69
trip_7574,2023-08-17 16:31:00,Train Station,Suburbs,29,42.53,74.17,cash,driver_94,customer_206
trip_7575,2023-01-12 19:33:00,Train Station,Mall,102,30.12,97.56,card,driver_33,customer_19
trip_7576,2023-03-08 05:43:00,Mall,Suburbs,21,39.48,65.01,card,driver_41,customer_325
trip_7577,2023-05-09 18:22:00,University,Train Station,77,27.83,83.76,cash,driver_50,customer_399
trip_7578,2023-06-24 08:50:00,Suburbs,Mall,38,2.42,10.63,cash,driver_38,customer_219
trip_7579,2023-05-19 06:40:00,Train Station,Mall,69,42.55,54.37,card,driver_51,customer_274
trip_7580,2023-03-01 15:08:00,Train Station,Mall,71,12.57,32.38,card,driver_29,customer_409
trip_7581,2023-07-25 11:28:00,Airport,Suburbs,62,11.52,27.57,cash,driver_92,customer_419
trip_7582,2023-12-09 14:43:00,Train Station,University,100,28.07,33.12,card,driver_13,customer_102
trip_7583,2023-04-12 21:16:00,Mall,Airport,82,48.2,23.18,card,driver_28,customer_265
trip_7584,2023-08-07 00:38:00,Suburbs,Train Station,39,29.2,94.9,card,driver_61,customer_240
trip_7585,2023-06-25 22:00:00,Suburbs,Mall,10,7.92,84.71,cash,driver_61,customer_254
trip_7586,2023-06-23 08:03:00,Airport,Downtown,34,20.37,37.9,cash,driver_41,customer_11
trip_7587,2023-01-02 07:43:00,Mall,Mall,62,35.79,37.48,card,driver_67,customer_498
trip_7588,2023-06-29 05:32:00,Mall,Suburbs,15,10.63,25.84,card,driver_93,customer_285
trip_7589,2023-08-21 04:20:00,Mall,Downtown,100,9.66,83.89,card,driver_7,customer_409
trip_7590,2023-04-10 13:03:00,Airport,Suburbs,80,45.3,96.51,cash,driver_23,customer_387
trip_7591,2023-09-30 13:44:00,University,Airport,39,36.67,74.98,cash,driver_1,customer_352
trip_7592,2023-02-23 03:54:00,Suburbs,Train Station,83,40.48,76.13,card,driver_41,customer_60
trip_7593,2023-04-05 20:10:00,Suburbs,Suburbs,53,1.79,64.0,cash,driver_79,customer_100
trip_7594,2023-02-22 13:02:00,Mall,Suburbs,23,49.38,41.8,card,driver_38,customer_27
trip_7595,2023-03-10 18:06:00,Downtown,University,21,32.22,18.72,card,driver_15,customer_417
trip_7596,2023-01-22 23:58:00,Train Station,Suburbs,7,30.89,17.32,card,driver_75,customer_24
trip_7597,2023-11-05 06:49:00,Airport,Downtown,41,21.04,30.65,card,driver_29,customer_54
trip_7598,2023-06-27 00:51:00,Mall,Mall,90,44.85,13.79,cash,driver_30,customer_454
trip_7599,2023-10-03 23:13:00,University,Suburbs,69,25.96,81.86,cash,driver_68,customer_445
trip_7600,2023-10-21 18:18:00,University,Downtown,64,18.84,31.37,card,driver_17,customer_40
trip_7601,2023-04-15 13:37:00,Mall,Mall,24,26.6,41.69,card,driver_65,customer_450
trip_7602,2023-11-12 19:29:00,Mall,Train Station,93,47.04,36.1,card,driver_67,customer_152
trip_7603,2023-12-09 03:25:00,Mall,Suburbs,76,27.91,53.68,card,driver_34,customer_122
trip_7604,2023-03-14 03:07:00,Downtown,University,24,18.31,5.09,cash,driver_18,customer_233
trip_7605,2023-06-07 08:06:00,Downtown,Airport,110,27.2,67.98,cash,driver_3,customer_266
trip_7606,2023-05-27 09:51:00,Mall,Mall,46,46.9,26.09,card,driver_57,customer_471
trip_7607,2023-05-13 16:26:00,Downtown,Train Station,73,35.45,19.56,cash,driver_40,customer_110
trip_7608,2023-10-26 00:08:00,Downtown,Mall,71,49.8,8.57,card,driver_68,customer_388
trip_7609,2023-04-29 12:40:00,Train Station,Mall,115,18.76,23.67,cash,driver_37,customer_21
trip_7610,2023-07-14 07:38:00,Airport,Downtown,43,12.1,38.37,card,driver_96,customer_268
trip_7611,2023-09-21 06:01:00,Mall,Mall,75,21.12,55.95,card,driver_41,customer_185
trip_7612,2023-01-21 22:34:00,Mall,Mall,40,14.09,78.58,card,driver_21,customer_155
trip_7613,2023-03-10 07:33:00,Airport,Mall,66,12.17,28.41,card,driver_32,customer_237
trip_7614,2023-10-21 20:09:00,Suburbs,Downtown,66,26.33,16.27,card,driver_98,customer_420
trip_7615,2023-08-09 01:00:00,Mall,University,51,10.35,90.97,card,driver_78,customer_462
trip_7616,2023-10-06 06:35:00,Mall,Airport,73,25.99,55.04,cash,driver_48,customer_301
trip_7617,2023-01-29 13:47:00,Downtown,Airport,53,42.25,80.93,cash,driver_6,customer_161
trip_7618,2023-05-15 09:34:00,Downtown,Airport,87,39.96,12.23,card,driver_7,customer_141
trip_7619,2023-10-09 19:33:00,Train Station,Mall,108,40.68,8.31,card,driver_69,customer_222
trip_7620,2023-08-23 11:59:00,Airport,Mall,51,24.94,45.19,card,driver_3,customer_326
trip_7621,2023-02-13 05:43:00,Downtown,Downtown,77,20.11,76.12,card,driver_80,customer_115
trip_7622,2023-06-23 23:30:00,University,Suburbs,37,11.01,65.0,card,driver_31,customer_341
trip_7623,2023-03-31 23:15:00,Suburbs,Mall,98,26.76,11.13,cash,driver_76,customer_24
trip_7624,2023-10-16 18:41:00,Downtown,Mall,55,17.82,67.02,card,driver_18,customer_280
trip_7625,2023-06-10 14:09:00,Downtown,Suburbs,73,1.99,94.26,cash,driver_84,customer_451
trip_7626,2023-02-11 05:44:00,Airport,Train Station,53,12.48,48.06,cash,driver_9,customer_203
trip_7627,2023-06-06 18:37:00,Train Station,Mall,103,21.76,59.33,cash,driver_55,customer_405
trip_7628,2023-06-02 13:42:00,Airport,University,92,7.42,19.68,card,driver_23,customer_274
trip_7629,2023-12-27 02:58:00,Mall,Airport,45,4.99,26.23,card,driver_98,customer_165
trip_7630,2023-06-28 19:07:00,Suburbs,Airport,67,10.92,59.48,cash,driver_94,customer_258
trip_7631,2023-09-21 11:59:00,Downtown,Train Station,53,43.86,63.77,card,driver_57,customer_45
trip_7632,2023-03-24 06:48:00,Downtown,University,88,28.71,13.67,card,driver_92,customer_274
trip_7633,2023-03-29 00:25:00,Airport,Mall,104,11.88,42.44,cash,driver_18,customer_101
trip_7634,2023-01-29 02:31:00,Mall,Airport,40,8.25,26.2,cash,driver_28,customer_28
trip_7635,2023-07-23 23:46:00,Airport,University,110,29.04,62.04,cash,driver_43,customer_367
trip_7636,2023-04-04 22:33:00,Train Station,Suburbs,116,17.83,89.01,cash,driver_97,customer_189
trip_7637,2023-01-27 18:17:00,Suburbs,Suburbs,26,16.84,78.42,card,driver_92,customer_403
trip_7638,2023-05-16 22:27:00,Downtown,Downtown,70,40.21,80.13,card,driver_32,customer_484
trip_7639,2023-11-09 06:03:00,Train Station,Downtown,72,46.96,44.43,card,driver_51,customer_60
trip_7640,2023-05-21 09:08:00,Downtown,Suburbs,72,34.08,86.44,card,driver_21,customer_44
trip_7641,2023-10-14 07:04:00,Train Station,University,74,13.5,18.83,cash,driver_44,customer_252
trip_7642,2023-09-21 06:55:00,Suburbs,University,108,45.2,35.3,cash,driver_21,customer_232
trip_7643,2023-06-17 13:50:00,Mall,Suburbs,64,24.05,11.84,card,driver_39,customer_455
trip_7644,2023-10-10 01:04:00,Suburbs,Mall,87,38.47,72.17,cash,driver_55,customer_2
trip_7645,2023-05-27 06:30:00,Train Station,Downtown,73,31.84,90.57,card,driver_97,customer_365
trip_7646,2023-01-12 20:56:00,University,Suburbs,32,38.48,60.46,cash,driver_53,customer_6
trip_7647,2023-05-11 00:28:00,Train Station,Airport,65,14.18,46.85,card,driver_15,customer_134
trip_7648,2023-09-16 01:48:00,University,Mall,94,18.65,16.83,cash,driver_12,customer_421
trip_7649,2023-11-05 03:00:00,Downtown,Mall,92,47.76,52.46,cash,driver_35,customer_255
trip_7650,2023-10-03 14:50:00,Downtown,Downtown,104,26.32,6.53,cash,driver_30,customer_389
trip_7651,2023-04-21 10:14:00,Mall,University,41,27.52,92.19,card,driver_83,customer_205
trip_7652,2023-06-27 16:40:00,University,Suburbs,92,8.61,54.48,cash,driver_34,customer_204
trip_7653,2023-08-26 00:06:00,Airport,Mall,70,16.16,99.49,card,driver_37,customer_6
trip_7654,2023-06-06 03:27:00,Airport,Train Station,80,10.56,93.17,cash,driver_39,customer_169
trip_7655,2023-12-22 07:00:00,Downtown,Train Station,67,27.34,65.21,card,driver_59,customer_132
trip_7656,2023-11-09 17:39:00,Suburbs,Downtown,44,18.79,31.54,cash,driver_25,customer_188
trip_7657,2023-06-21 05:03:00,Downtown,Mall,110,46.97,58.45,cash,driver_38,customer_451
trip_7658,2023-12-30 00:02:00,Mall,Downtown,101,1.03,56.31,cash,driver_5,customer_475
trip_7659,2023-05-03 19:41:00,Downtown,University,34,32.73,49.12,card,driver_91,customer_379
trip_7660,2023-11-27 17:12:00,Mall,Downtown,99,12.72,55.26,cash,driver_14,customer_392
trip_7661,2023-01-09 18:30:00,University,Suburbs,7,47.91,46.04,card,driver_89,customer_153
trip_7662,2023-02-24 14:01:00,Train Station,Mall,112,34.93,61.56,cash,driver_36,customer_458
trip_7663,2023-07-08 14:33:00,Train Station,Suburbs,94,48.34,93.12,card,driver_73,customer_243
trip_7664,2023-02-26 02:38:00,Suburbs,University,86,4.22,44.44,cash,driver_54,customer_239
trip_7665,2023-12-12 01:02:00,Airport,Suburbs,51,37.54,75.69,cash,driver_45,customer_276
trip_7666,2023-09-26 14:44:00,Airport,University,91,17.53,8.08,cash,driver_80,customer_195
trip_7667,2023-12-17 09:37:00,Airport,Suburbs,103,37.93,14.27,card,driver_14,customer_210
trip_7668,2023-02-13 05:23:00,Mall,University,65,46.19,8.28,card,driver_17,customer_403
trip_7669,2023-05-11 03:51:00,Mall,Suburbs,40,31.81,20.36,cash,driver_97,customer_384
trip_7670,2023-12-24 16:54:00,Train Station,University,46,27.52,23.98,cash,driver_52,customer_314
trip_7671,2023-09-24 05:46:00,Mall,Downtown,26,49.1,36.49,cash,driver_83,customer_20
trip_7672,2023-02-25 01:13:00,Train Station,University,92,22.69,66.23,card,driver_44,customer_323
trip_7673,2023-09-09 06:47:00,Airport,Airport,25,25.0,69.98,cash,driver_44,customer_460
trip_7674,2023-03-18 06:47:00,Downtown,Mall,91,6.36,17.93,cash,driver_38,customer_266
trip_7675,2023-02-27 23:42:00,Mall,Mall,33,27.87,57.53,cash,driver_94,customer_7
trip_7676,2023-09-20 04:10:00,Downtown,Train Station,88,15.51,12.8,cash,driver_71,customer_230
trip_7677,2023-03-02 13:15:00,Airport,Suburbs,61,39.97,91.34,cash,driver_41,customer_48
trip_7678,2023-07-04 05:31:00,Suburbs,Train Station,47,2.13,16.26,card,driver_3,customer_114
trip_7679,2023-02-03 21:26:00,Downtown,Mall,98,7.23,20.41,card,driver_43,customer_424
trip_7680,2023-11-07 11:03:00,Suburbs,Suburbs,64,15.01,92.53,cash,driver_30,customer_378
trip_7681,2023-11-18 12:28:00,Downtown,Airport,85,10.73,93.68,card,driver_48,customer_351
trip_7682,2023-02-16 14:49:00,Suburbs,University,78,28.39,79.51,card,driver_96,customer_125
trip_7683,2023-08-31 17:37:00,Suburbs,University,99,6.73,66.14,card,driver_72,customer_84
trip_7684,2023-03-25 21:58:00,Train Station,Airport,36,4.05,67.06,card,driver_1,customer_465
trip_7685,2023-08-18 12:05:00,Downtown,Suburbs,65,27.11,34.61,cash,driver_88,customer_34
trip_7686,2023-08-30 10:52:00,Airport,Downtown,26,15.15,50.99,card,driver_22,customer_109
trip_7687,2023-04-12 14:13:00,Train Station,Downtown,43,48.47,22.65,card,driver_87,customer_497
trip_7688,2023-02-03 04:48:00,Mall,Downtown,96,14.42,39.15,card,driver_5,customer_92
trip_7689,2023-03-31 07:36:00,Downtown,Train Station,43,23.66,91.12,card,driver_23,customer_88
trip_7690,2023-12-10 21:47:00,University,Train Station,84,19.45,82.33,card,driver_72,customer_408
trip_7691,2023-02-10 02:27:00,Airport,Train Station,76,17.42,28.77,card,driver_46,customer_381
trip_7692,2023-10-28 01:12:00,University,Train Station,62,46.2,56.85,cash,driver_80,customer_70
